player_id,period,mention_count,positive_examples,negative_examples,source_sentiment
9,2023Q3,1136,Rafael Moreau looks brilliant after 1136 fan mentions | Rafael Moreau looks clinical after 1136 fan mentions,Rafael Moreau feels inconsistent to some supporters,0.3385
9,2023Q4,1023,Rafael Moreau looks brilliant after 1023 fan mentions | Rafael Moreau looks clinical after 1023 fan mentions,Rafael Moreau feels inconsistent to some supporters,0.8534
9,2024Q1,1095,Rafael Moreau looks brilliant after 1095 fan mentions | Rafael Moreau looks clinical after 1095 fan mentions,Rafael Moreau feels inconsistent to some supporters,0.2705
9,2024Q2,1322,Rafael Moreau looks brilliant after 1322 fan mentions | Rafael Moreau looks clinical after 1322 fan mentions,Rafael Moreau feels inconsistent to some supporters,0.3669
9,2024Q3,1110,Rafael Moreau looks brilliant after 1110 fan mentions | Rafael Moreau looks clinical after 1110 fan mentions,Rafael Moreau feels inconsistent to some supporters,0.1441
9,2024Q4,1278,Rafael Moreau looks brilliant after 1278 fan mentions | Rafael Moreau looks clinical after 1278 fan mentions,Rafael Moreau feels inconsistent to some supporters,0.5875
9,2025Q1,1111,Rafael Moreau looks brilliant after 1111 fan mentions | Rafael Moreau looks clinical after 1111 fan mentions,Rafael Moreau feels inconsistent to some supporters,0.2501
9,2025Q2,1006,Rafael Moreau looks brilliant after 1006 fan mentions,Rafael Moreau feels inconsistent to some supporters | Rafael Moreau feels overpriced to some supporters,-0.0935
9,2025Q3,1145,Rafael Moreau looks brilliant after 1145 fan mentions | Rafael Moreau looks clinical after 1145 fan mentions,Rafael Moreau feels inconsistent to some supporters,0.4995
9,2025Q4,1098,Rafael Moreau looks brilliant after 1098 fan mentions | Rafael Moreau looks clinical after 1098 fan mentions,Rafael Moreau feels inconsistent to some supporters,0.891
10,2021Q1,1207,Lucas Reed looks brilliant after 1207 fan mentions | Lucas Reed looks clinical after 1207 fan mentions,Lucas Reed feels inconsistent to some supporters,0.5405
10,2021Q2,1224,Lucas Reed looks brilliant after 1224 fan mentions | Lucas Reed looks clinical after 1224 fan mentions,Lucas Reed feels inconsistent to some supporters,0.1297
10,2021Q3,1362,Lucas Reed looks brilliant after 1362 fan mentions | Lucas Reed looks clinical after 1362 fan mentions,Lucas Reed feels inconsistent to some supporters,0.5583
10,2021Q4,1199,Lucas Reed looks brilliant after 1199 fan mentions | Lucas Reed looks clinical after 1199 fan mentions,Lucas Reed feels inconsistent to some supporters,0.3133
10,2022Q1,1387,Lucas Reed looks brilliant after 1387 fan mentions | Lucas Reed looks clinical after 1387 fan mentions,Lucas Reed feels inconsistent to some supporters,0.0011
10,2022Q2,1473,Lucas Reed looks brilliant after 1473 fan mentions | Lucas Reed looks clinical after 1473 fan mentions,Lucas Reed feels inconsistent to some supporters,0.3985
10,2022Q3,1330,Lucas Reed looks brilliant after 1330 fan mentions | Lucas Reed looks clinical after 1330 fan mentions,Lucas Reed feels inconsistent to some supporters,0.6167
10,2022Q4,1368,Lucas Reed looks brilliant after 1368 fan mentions | Lucas Reed looks clinical after 1368 fan mentions,Lucas Reed feels inconsistent to some supporters,0.5687
10,2023Q1,1688,Lucas Reed looks brilliant after 1688 fan mentions | Lucas Reed looks clinical after 1688 fan mentions,Lucas Reed feels inconsistent to some supporters,0.5013
10,2023Q2,1389,Lucas Reed looks brilliant after 1389 fan mentions | Lucas Reed looks clinical after 1389 fan mentions,Lucas Reed feels inconsistent to some supporters,0.796
10,2023Q3,1358,Lucas Reed looks brilliant after 1358 fan mentions | Lucas Reed looks clinical after 1358 fan mentions,Lucas Reed feels inconsistent to some supporters,0.4569
10,2023Q4,1279,Lucas Reed looks brilliant after 1279 fan mentions | Lucas Reed looks clinical after 1279 fan mentions,Lucas Reed feels inconsistent to some supporters,0.24
10,2024Q1,1256,Lucas Reed looks brilliant after 1256 fan mentions | Lucas Reed looks clinical after 1256 fan mentions,Lucas Reed feels inconsistent to some supporters,0.1739
10,2024Q2,1445,Lucas Reed looks brilliant after 1445 fan mentions | Lucas Reed looks clinical after 1445 fan mentions,Lucas Reed feels inconsistent to some supporters,0.4544
10,2024Q3,1350,Lucas Reed looks brilliant after 1350 fan mentions | Lucas Reed looks clinical after 1350 fan mentions,Lucas Reed feels inconsistent to some supporters,0.2965
10,2024Q4,1389,Lucas Reed looks brilliant after 1389 fan mentions | Lucas Reed looks clinical after 1389 fan mentions,Lucas Reed feels inconsistent to some supporters,0.3002
10,2025Q1,1378,Lucas Reed looks brilliant after 1378 fan mentions | Lucas Reed looks clinical after 1378 fan mentions,Lucas Reed feels inconsistent to some supporters,0.2577
10,2025Q2,1469,Lucas Reed looks brilliant after 1469 fan mentions | Lucas Reed looks clinical after 1469 fan mentions,Lucas Reed feels inconsistent to some supporters,0.218
10,2025Q3,1378,Lucas Reed looks brilliant after 1378 fan mentions,Lucas Reed feels inconsistent to some supporters | Lucas Reed feels overpriced to some supporters,-0.0371
10,2025Q4,1261,Lucas Reed looks brilliant after 1261 fan mentions | Lucas Reed looks clinical after 1261 fan mentions,Lucas Reed feels inconsistent to some supporters,0.5514
11,2021Q1,1485,Leo Costa looks brilliant after 1485 fan mentions | Leo Costa looks clinical after 1485 fan mentions,Leo Costa feels inconsistent to some supporters,0.0839
11,2021Q2,1518,Leo Costa looks brilliant after 1518 fan mentions | Leo Costa looks clinical after 1518 fan mentions,Leo Costa feels inconsistent to some supporters,0.113
11,2021Q3,1568,Leo Costa looks brilliant after 1568 fan mentions,Leo Costa feels inconsistent to some supporters | Leo Costa feels overpriced to some supporters,-0.0053
11,2021Q4,1587,Leo Costa looks brilliant after 1587 fan mentions | Leo Costa looks clinical after 1587 fan mentions,Leo Costa feels inconsistent to some supporters,0.2938
11,2022Q1,1643,Leo Costa looks brilliant after 1643 fan mentions | Leo Costa looks clinical after 1643 fan mentions,Leo Costa feels inconsistent to some supporters,0.5605
11,2022Q2,1561,Leo Costa looks brilliant after 1561 fan mentions | Leo Costa looks clinical after 1561 fan mentions,Leo Costa feels inconsistent to some supporters,0.7327
11,2022Q3,1712,Leo Costa looks brilliant after 1712 fan mentions | Leo Costa looks clinical after 1712 fan mentions,Leo Costa feels inconsistent to some supporters,0.3379
11,2022Q4,1496,Leo Costa looks brilliant after 1496 fan mentions | Leo Costa looks clinical after 1496 fan mentions,Leo Costa feels inconsistent to some supporters,0.5809
11,2023Q1,1613,Leo Costa looks brilliant after 1613 fan mentions | Leo Costa looks clinical after 1613 fan mentions,Leo Costa feels inconsistent to some supporters,0.3981
11,2023Q2,1716,Leo Costa looks brilliant after 1716 fan mentions,Leo Costa feels inconsistent to some supporters | Leo Costa feels overpriced to some supporters,-0.1604
11,2023Q3,1697,Leo Costa looks brilliant after 1697 fan mentions | Leo Costa looks clinical after 1697 fan mentions,Leo Costa feels inconsistent to some supporters,0.6622
11,2023Q4,1720,Leo Costa looks brilliant after 1720 fan mentions | Leo Costa looks clinical after 1720 fan mentions,Leo Costa feels inconsistent to some supporters,0.1954
11,2024Q1,1545,Leo Costa looks brilliant after 1545 fan mentions,Leo Costa feels inconsistent to some supporters | Leo Costa feels overpriced to some supporters,-0.2596
11,2024Q2,1854,Leo Costa looks brilliant after 1854 fan mentions | Leo Costa looks clinical after 1854 fan mentions,Leo Costa feels inconsistent to some supporters,0.4623
11,2024Q3,1510,Leo Costa looks brilliant after 1510 fan mentions | Leo Costa looks clinical after 1510 fan mentions,Leo Costa feels inconsistent to some supporters,0.2542
11,2024Q4,1490,Leo Costa looks brilliant after 1490 fan mentions | Leo Costa looks clinical after 1490 fan mentions,Leo Costa feels inconsistent to some supporters,0.3093
11,2025Q1,1671,Leo Costa looks brilliant after 1671 fan mentions | Leo Costa looks clinical after 1671 fan mentions,Leo Costa feels inconsistent to some supporters,0.5498
11,2025Q2,1602,Leo Costa looks brilliant after 1602 fan mentions | Leo Costa looks clinical after 1602 fan mentions,Leo Costa feels inconsistent to some supporters,0.2206
11,2025Q3,1217,Leo Costa looks brilliant after 1217 fan mentions | Leo Costa looks clinical after 1217 fan mentions,Leo Costa feels inconsistent to some supporters,0.34
11,2025Q4,1605,Leo Costa looks brilliant after 1605 fan mentions | Leo Costa looks clinical after 1605 fan mentions,Leo Costa feels inconsistent to some supporters,0.2912
12,2021Q1,1176,Rafael Diallo looks brilliant after 1176 fan mentions | Rafael Diallo looks clinical after 1176 fan mentions,Rafael Diallo feels inconsistent to some supporters,0.8575
12,2021Q2,1287,Rafael Diallo looks brilliant after 1287 fan mentions,Rafael Diallo feels inconsistent to some supporters | Rafael Diallo feels overpriced to some supporters,-0.0086
12,2021Q3,1386,Rafael Diallo looks brilliant after 1386 fan mentions | Rafael Diallo looks clinical after 1386 fan mentions,Rafael Diallo feels inconsistent to some supporters,0.1566
12,2021Q4,1002,Rafael Diallo looks brilliant after 1002 fan mentions,Rafael Diallo feels inconsistent to some supporters | Rafael Diallo feels overpriced to some supporters,-0.1982
12,2022Q1,1253,Rafael Diallo looks brilliant after 1253 fan mentions | Rafael Diallo looks clinical after 1253 fan mentions,Rafael Diallo feels inconsistent to some supporters,0.5425
12,2022Q2,1384,Rafael Diallo looks brilliant after 1384 fan mentions | Rafael Diallo looks clinical after 1384 fan mentions,Rafael Diallo feels inconsistent to some supporters,0.1467
12,2022Q3,1187,Rafael Diallo looks brilliant after 1187 fan mentions | Rafael Diallo looks clinical after 1187 fan mentions,Rafael Diallo feels inconsistent to some supporters,0.6323
12,2022Q4,1519,Rafael Diallo looks brilliant after 1519 fan mentions | Rafael Diallo looks clinical after 1519 fan mentions,Rafael Diallo feels inconsistent to some supporters,0.6818
12,2023Q1,1438,Rafael Diallo looks brilliant after 1438 fan mentions | Rafael Diallo looks clinical after 1438 fan mentions,Rafael Diallo feels inconsistent to some supporters,0.4144
12,2023Q2,1277,Rafael Diallo looks brilliant after 1277 fan mentions | Rafael Diallo looks clinical after 1277 fan mentions,Rafael Diallo feels inconsistent to some supporters,0.573
12,2023Q3,1139,Rafael Diallo looks brilliant after 1139 fan mentions | Rafael Diallo looks clinical after 1139 fan mentions,Rafael Diallo feels inconsistent to some supporters,0.6362
12,2023Q4,1095,Rafael Diallo looks brilliant after 1095 fan mentions | Rafael Diallo looks clinical after 1095 fan mentions,Rafael Diallo feels inconsistent to some supporters,0.871
12,2024Q1,1360,Rafael Diallo looks brilliant after 1360 fan mentions,Rafael Diallo feels inconsistent to some supporters | Rafael Diallo feels overpriced to some supporters,-0.3111
12,2024Q2,1651,Rafael Diallo looks brilliant after 1651 fan mentions | Rafael Diallo looks clinical after 1651 fan mentions,Rafael Diallo feels inconsistent to some supporters,0.3962
12,2024Q3,1412,Rafael Diallo looks brilliant after 1412 fan mentions,Rafael Diallo feels inconsistent to some supporters | Rafael Diallo feels overpriced to some supporters,-0.0051
12,2024Q4,1347,Rafael Diallo looks brilliant after 1347 fan mentions | Rafael Diallo looks clinical after 1347 fan mentions,Rafael Diallo feels inconsistent to some supporters,0.9022
12,2025Q1,1278,Rafael Diallo looks brilliant after 1278 fan mentions | Rafael Diallo looks clinical after 1278 fan mentions,Rafael Diallo feels inconsistent to some supporters,0.3099
12,2025Q2,1233,Rafael Diallo looks brilliant after 1233 fan mentions,Rafael Diallo feels inconsistent to some supporters | Rafael Diallo feels overpriced to some supporters,-0.1461
12,2025Q3,1315,Rafael Diallo looks brilliant after 1315 fan mentions | Rafael Diallo looks clinical after 1315 fan mentions,Rafael Diallo feels inconsistent to some supporters,0.1773
12,2025Q4,1328,Rafael Diallo looks brilliant after 1328 fan mentions | Rafael Diallo looks clinical after 1328 fan mentions,Rafael Diallo feels inconsistent to some supporters,0.2592
13,2021Q1,1956,Mateo Rossi looks brilliant after 1956 fan mentions | Mateo Rossi looks clinical after 1956 fan mentions,Mateo Rossi feels inconsistent to some supporters,0.2577
13,2021Q2,1953,Mateo Rossi looks brilliant after 1953 fan mentions | Mateo Rossi looks clinical after 1953 fan mentions,Mateo Rossi feels inconsistent to some supporters,0.2509
13,2021Q3,1934,Mateo Rossi looks brilliant after 1934 fan mentions | Mateo Rossi looks clinical after 1934 fan mentions,Mateo Rossi feels inconsistent to some supporters,0.3263
13,2021Q4,1966,Mateo Rossi looks brilliant after 1966 fan mentions | Mateo Rossi looks clinical after 1966 fan mentions,Mateo Rossi feels inconsistent to some supporters,0.4162
13,2022Q1,1690,Mateo Rossi looks brilliant after 1690 fan mentions | Mateo Rossi looks clinical after 1690 fan mentions,Mateo Rossi feels inconsistent to some supporters,0.5609
13,2022Q2,1972,Mateo Rossi looks brilliant after 1972 fan mentions | Mateo Rossi looks clinical after 1972 fan mentions,Mateo Rossi feels inconsistent to some supporters,0.6882
13,2022Q3,1546,Mateo Rossi looks brilliant after 1546 fan mentions | Mateo Rossi looks clinical after 1546 fan mentions,Mateo Rossi feels inconsistent to some supporters,0.6731
13,2022Q4,1812,Mateo Rossi looks brilliant after 1812 fan mentions | Mateo Rossi looks clinical after 1812 fan mentions,Mateo Rossi feels inconsistent to some supporters,0.844
13,2023Q1,1766,Mateo Rossi looks brilliant after 1766 fan mentions | Mateo Rossi looks clinical after 1766 fan mentions,Mateo Rossi feels inconsistent to some supporters,0.1732
13,2023Q2,1807,Mateo Rossi looks brilliant after 1807 fan mentions | Mateo Rossi looks clinical after 1807 fan mentions,Mateo Rossi feels inconsistent to some supporters,0.8801
13,2023Q3,2016,Mateo Rossi looks brilliant after 2016 fan mentions | Mateo Rossi looks clinical after 2016 fan mentions,Mateo Rossi feels inconsistent to some supporters,0.4044
13,2023Q4,1961,Mateo Rossi looks brilliant after 1961 fan mentions | Mateo Rossi looks clinical after 1961 fan mentions,Mateo Rossi feels inconsistent to some supporters,0.598
13,2024Q1,1828,Mateo Rossi looks brilliant after 1828 fan mentions | Mateo Rossi looks clinical after 1828 fan mentions,Mateo Rossi feels inconsistent to some supporters,0.2507
13,2024Q2,1863,Mateo Rossi looks brilliant after 1863 fan mentions | Mateo Rossi looks clinical after 1863 fan mentions,Mateo Rossi feels inconsistent to some supporters,0.3592
13,2024Q3,2057,Mateo Rossi looks brilliant after 2057 fan mentions | Mateo Rossi looks clinical after 2057 fan mentions,Mateo Rossi feels inconsistent to some supporters,0.5665
13,2024Q4,1851,Mateo Rossi looks brilliant after 1851 fan mentions | Mateo Rossi looks clinical after 1851 fan mentions,Mateo Rossi feels inconsistent to some supporters,0.2408
13,2025Q1,1791,Mateo Rossi looks brilliant after 1791 fan mentions | Mateo Rossi looks clinical after 1791 fan mentions,Mateo Rossi feels inconsistent to some supporters,0.7452
13,2025Q2,1849,Mateo Rossi looks brilliant after 1849 fan mentions | Mateo Rossi looks clinical after 1849 fan mentions,Mateo Rossi feels inconsistent to some supporters,0.4175
13,2025Q3,1784,Mateo Rossi looks brilliant after 1784 fan mentions | Mateo Rossi looks clinical after 1784 fan mentions,Mateo Rossi feels inconsistent to some supporters,0.7461
13,2025Q4,2017,Mateo Rossi looks brilliant after 2017 fan mentions | Mateo Rossi looks clinical after 2017 fan mentions,Mateo Rossi feels inconsistent to some supporters,0.2811
14,2021Q1,529,Andre Garcia looks brilliant after 529 fan mentions | Andre Garcia looks clinical after 529 fan mentions,Andre Garcia feels inconsistent to some supporters,0.417
14,2021Q2,433,Andre Garcia looks brilliant after 433 fan mentions | Andre Garcia looks clinical after 433 fan mentions,Andre Garcia feels inconsistent to some supporters,0.4094
14,2021Q3,263,Andre Garcia looks brilliant after 263 fan mentions,Andre Garcia feels inconsistent to some supporters | Andre Garcia feels overpriced to some supporters,-0.0759
14,2021Q4,214,Andre Garcia looks brilliant after 214 fan mentions | Andre Garcia looks clinical after 214 fan mentions,Andre Garcia feels inconsistent to some supporters,0.3726
14,2022Q1,493,Andre Garcia looks brilliant after 493 fan mentions | Andre Garcia looks clinical after 493 fan mentions,Andre Garcia feels inconsistent to some supporters,0.355
14,2022Q2,437,Andre Garcia looks brilliant after 437 fan mentions | Andre Garcia looks clinical after 437 fan mentions,Andre Garcia feels inconsistent to some supporters,0.234
14,2022Q3,384,Andre Garcia looks brilliant after 384 fan mentions | Andre Garcia looks clinical after 384 fan mentions,Andre Garcia feels inconsistent to some supporters,0.5432
14,2022Q4,741,Andre Garcia looks brilliant after 741 fan mentions | Andre Garcia looks clinical after 741 fan mentions,Andre Garcia feels inconsistent to some supporters,0.3358
14,2023Q1,570,Andre Garcia looks brilliant after 570 fan mentions | Andre Garcia looks clinical after 570 fan mentions,Andre Garcia feels inconsistent to some supporters,0.0115
14,2023Q2,355,Andre Garcia looks brilliant after 355 fan mentions | Andre Garcia looks clinical after 355 fan mentions,Andre Garcia feels inconsistent to some supporters,0.4571
14,2023Q3,457,Andre Garcia looks brilliant after 457 fan mentions | Andre Garcia looks clinical after 457 fan mentions,Andre Garcia feels inconsistent to some supporters,0.4809
14,2023Q4,301,Andre Garcia looks brilliant after 301 fan mentions | Andre Garcia looks clinical after 301 fan mentions,Andre Garcia feels inconsistent to some supporters,0.4328
14,2024Q1,477,Andre Garcia looks brilliant after 477 fan mentions | Andre Garcia looks clinical after 477 fan mentions,Andre Garcia feels inconsistent to some supporters,0.1347
14,2024Q2,637,Andre Garcia looks brilliant after 637 fan mentions,Andre Garcia feels inconsistent to some supporters | Andre Garcia feels overpriced to some supporters,-0.3285
14,2024Q3,495,Andre Garcia looks brilliant after 495 fan mentions | Andre Garcia looks clinical after 495 fan mentions,Andre Garcia feels inconsistent to some supporters,0.1847
14,2024Q4,395,Andre Garcia looks brilliant after 395 fan mentions,Andre Garcia feels inconsistent to some supporters | Andre Garcia feels overpriced to some supporters,-0.1794
14,2025Q1,354,Andre Garcia looks brilliant after 354 fan mentions | Andre Garcia looks clinical after 354 fan mentions,Andre Garcia feels inconsistent to some supporters,0.0917
14,2025Q2,393,Andre Garcia looks brilliant after 393 fan mentions | Andre Garcia looks clinical after 393 fan mentions,Andre Garcia feels inconsistent to some supporters,0.179
14,2025Q3,380,Andre Garcia looks brilliant after 380 fan mentions | Andre Garcia looks clinical after 380 fan mentions,Andre Garcia feels inconsistent to some supporters,0.5379
14,2025Q4,654,Andre Garcia looks brilliant after 654 fan mentions | Andre Garcia looks clinical after 654 fan mentions,Andre Garcia feels inconsistent to some supporters,0.0975
15,2021Q1,1363,Rafael Diallo looks brilliant after 1363 fan mentions | Rafael Diallo looks clinical after 1363 fan mentions,Rafael Diallo feels inconsistent to some supporters,0.6068
15,2021Q2,1252,Rafael Diallo looks brilliant after 1252 fan mentions | Rafael Diallo looks clinical after 1252 fan mentions,Rafael Diallo feels inconsistent to some supporters,0.3924
15,2021Q3,1152,Rafael Diallo looks brilliant after 1152 fan mentions | Rafael Diallo looks clinical after 1152 fan mentions,Rafael Diallo feels inconsistent to some supporters,0.2494
15,2021Q4,1301,Rafael Diallo looks brilliant after 1301 fan mentions | Rafael Diallo looks clinical after 1301 fan mentions,Rafael Diallo feels inconsistent to some supporters,0.3289
15,2022Q1,1111,Rafael Diallo looks brilliant after 1111 fan mentions | Rafael Diallo looks clinical after 1111 fan mentions,Rafael Diallo feels inconsistent to some supporters,0.4285
15,2022Q2,1182,Rafael Diallo looks brilliant after 1182 fan mentions | Rafael Diallo looks clinical after 1182 fan mentions,Rafael Diallo feels inconsistent to some supporters,0.1078
15,2022Q3,1562,Rafael Diallo looks brilliant after 1562 fan mentions | Rafael Diallo looks clinical after 1562 fan mentions,Rafael Diallo feels inconsistent to some supporters,0.2322
15,2022Q4,1194,Rafael Diallo looks brilliant after 1194 fan mentions | Rafael Diallo looks clinical after 1194 fan mentions,Rafael Diallo feels inconsistent to some supporters,0.0218
15,2023Q1,1343,Rafael Diallo looks brilliant after 1343 fan mentions,Rafael Diallo feels inconsistent to some supporters | Rafael Diallo feels overpriced to some supporters,-0.005
15,2023Q2,1387,Rafael Diallo looks brilliant after 1387 fan mentions | Rafael Diallo looks clinical after 1387 fan mentions,Rafael Diallo feels inconsistent to some supporters,0.4114
15,2023Q3,1556,Rafael Diallo looks brilliant after 1556 fan mentions | Rafael Diallo looks clinical after 1556 fan mentions,Rafael Diallo feels inconsistent to some supporters,0.433
15,2023Q4,1531,Rafael Diallo looks brilliant after 1531 fan mentions | Rafael Diallo looks clinical after 1531 fan mentions,Rafael Diallo feels inconsistent to some supporters,0.2429
15,2024Q1,1266,Rafael Diallo looks brilliant after 1266 fan mentions | Rafael Diallo looks clinical after 1266 fan mentions,Rafael Diallo feels inconsistent to some supporters,1.0
15,2024Q2,1186,Rafael Diallo looks brilliant after 1186 fan mentions | Rafael Diallo looks clinical after 1186 fan mentions,Rafael Diallo feels inconsistent to some supporters,0.4105
15,2024Q3,1412,Rafael Diallo looks brilliant after 1412 fan mentions,Rafael Diallo feels inconsistent to some supporters | Rafael Diallo feels overpriced to some supporters,-0.1398
15,2024Q4,1206,Rafael Diallo looks brilliant after 1206 fan mentions | Rafael Diallo looks clinical after 1206 fan mentions,Rafael Diallo feels inconsistent to some supporters,0.1172
15,2025Q1,1273,Rafael Diallo looks brilliant after 1273 fan mentions | Rafael Diallo looks clinical after 1273 fan mentions,Rafael Diallo feels inconsistent to some supporters,0.0568
15,2025Q2,1264,Rafael Diallo looks brilliant after 1264 fan mentions | Rafael Diallo looks clinical after 1264 fan mentions,Rafael Diallo feels inconsistent to some supporters,0.7202
15,2025Q3,1430,Rafael Diallo looks brilliant after 1430 fan mentions | Rafael Diallo looks clinical after 1430 fan mentions,Rafael Diallo feels inconsistent to some supporters,1.0
15,2025Q4,1111,Rafael Diallo looks brilliant after 1111 fan mentions | Rafael Diallo looks clinical after 1111 fan mentions,Rafael Diallo feels inconsistent to some supporters,0.5759
16,2021Q1,1351,Theo Moreau looks brilliant after 1351 fan mentions | Theo Moreau looks clinical after 1351 fan mentions,Theo Moreau feels inconsistent to some supporters,0.6712
16,2021Q2,1456,Theo Moreau looks brilliant after 1456 fan mentions | Theo Moreau looks clinical after 1456 fan mentions,Theo Moreau feels inconsistent to some supporters,0.7206
16,2021Q3,1320,Theo Moreau looks brilliant after 1320 fan mentions | Theo Moreau looks clinical after 1320 fan mentions,Theo Moreau feels inconsistent to some supporters,0.4655
16,2021Q4,1474,Theo Moreau looks brilliant after 1474 fan mentions | Theo Moreau looks clinical after 1474 fan mentions,Theo Moreau feels inconsistent to some supporters,0.3691
16,2022Q1,1390,Theo Moreau looks brilliant after 1390 fan mentions | Theo Moreau looks clinical after 1390 fan mentions,Theo Moreau feels inconsistent to some supporters,0.6829
16,2022Q2,1398,Theo Moreau looks brilliant after 1398 fan mentions | Theo Moreau looks clinical after 1398 fan mentions,Theo Moreau feels inconsistent to some supporters,0.533
16,2022Q3,1624,Theo Moreau looks brilliant after 1624 fan mentions | Theo Moreau looks clinical after 1624 fan mentions,Theo Moreau feels inconsistent to some supporters,0.6896
16,2022Q4,1480,Theo Moreau looks brilliant after 1480 fan mentions | Theo Moreau looks clinical after 1480 fan mentions,Theo Moreau feels inconsistent to some supporters,0.3394
16,2023Q1,1563,Theo Moreau looks brilliant after 1563 fan mentions | Theo Moreau looks clinical after 1563 fan mentions,Theo Moreau feels inconsistent to some supporters,0.3962
16,2023Q2,1217,Theo Moreau looks brilliant after 1217 fan mentions | Theo Moreau looks clinical after 1217 fan mentions,Theo Moreau feels inconsistent to some supporters,0.311
16,2023Q3,1417,Theo Moreau looks brilliant after 1417 fan mentions,Theo Moreau feels inconsistent to some supporters | Theo Moreau feels overpriced to some supporters,-0.1478
16,2023Q4,1343,Theo Moreau looks brilliant after 1343 fan mentions | Theo Moreau looks clinical after 1343 fan mentions,Theo Moreau feels inconsistent to some supporters,0.4659
16,2024Q1,1394,Theo Moreau looks brilliant after 1394 fan mentions | Theo Moreau looks clinical after 1394 fan mentions,Theo Moreau feels inconsistent to some supporters,0.6924
16,2024Q2,1425,Theo Moreau looks brilliant after 1425 fan mentions | Theo Moreau looks clinical after 1425 fan mentions,Theo Moreau feels inconsistent to some supporters,0.3846
16,2024Q3,1337,Theo Moreau looks brilliant after 1337 fan mentions | Theo Moreau looks clinical after 1337 fan mentions,Theo Moreau feels inconsistent to some supporters,0.3373
16,2024Q4,1358,Theo Moreau looks brilliant after 1358 fan mentions | Theo Moreau looks clinical after 1358 fan mentions,Theo Moreau feels inconsistent to some supporters,0.3051
16,2025Q1,1514,Theo Moreau looks brilliant after 1514 fan mentions | Theo Moreau looks clinical after 1514 fan mentions,Theo Moreau feels inconsistent to some supporters,0.3275
16,2025Q2,1492,Theo Moreau looks brilliant after 1492 fan mentions | Theo Moreau looks clinical after 1492 fan mentions,Theo Moreau feels inconsistent to some supporters,0.0319
16,2025Q3,1463,Theo Moreau looks brilliant after 1463 fan mentions | Theo Moreau looks clinical after 1463 fan mentions,Theo Moreau feels inconsistent to some supporters,0.7885
16,2025Q4,1254,Theo Moreau looks brilliant after 1254 fan mentions | Theo Moreau looks clinical after 1254 fan mentions,Theo Moreau feels inconsistent to some supporters,0.6324
17,2021Q1,1223,Theo Costa looks brilliant after 1223 fan mentions | Theo Costa looks clinical after 1223 fan mentions,Theo Costa feels inconsistent to some supporters,0.8861
17,2021Q2,1273,Theo Costa looks brilliant after 1273 fan mentions,Theo Costa feels inconsistent to some supporters | Theo Costa feels overpriced to some supporters,-0.0734
17,2021Q3,998,Theo Costa looks brilliant after 998 fan mentions | Theo Costa looks clinical after 998 fan mentions,Theo Costa feels inconsistent to some supporters,0.4266
17,2021Q4,1324,Theo Costa looks brilliant after 1324 fan mentions | Theo Costa looks clinical after 1324 fan mentions,Theo Costa feels inconsistent to some supporters,0.3254
17,2022Q1,1392,Theo Costa looks brilliant after 1392 fan mentions | Theo Costa looks clinical after 1392 fan mentions,Theo Costa feels inconsistent to some supporters,0.6478
17,2022Q2,1347,Theo Costa looks brilliant after 1347 fan mentions | Theo Costa looks clinical after 1347 fan mentions,Theo Costa feels inconsistent to some supporters,0.3662
17,2022Q3,1275,Theo Costa looks brilliant after 1275 fan mentions | Theo Costa looks clinical after 1275 fan mentions,Theo Costa feels inconsistent to some supporters,0.2905
17,2022Q4,1219,Theo Costa looks brilliant after 1219 fan mentions | Theo Costa looks clinical after 1219 fan mentions,Theo Costa feels inconsistent to some supporters,0.2851
17,2023Q1,1010,Theo Costa looks brilliant after 1010 fan mentions | Theo Costa looks clinical after 1010 fan mentions,Theo Costa feels inconsistent to some supporters,0.3773
17,2023Q2,1304,Theo Costa looks brilliant after 1304 fan mentions,Theo Costa feels inconsistent to some supporters | Theo Costa feels overpriced to some supporters,-0.1218
17,2023Q3,1426,Theo Costa looks brilliant after 1426 fan mentions | Theo Costa looks clinical after 1426 fan mentions,Theo Costa feels inconsistent to some supporters,0.0722
17,2023Q4,1149,Theo Costa looks brilliant after 1149 fan mentions | Theo Costa looks clinical after 1149 fan mentions,Theo Costa feels inconsistent to some supporters,0.534
17,2024Q1,1310,Theo Costa looks brilliant after 1310 fan mentions | Theo Costa looks clinical after 1310 fan mentions,Theo Costa feels inconsistent to some supporters,0.7781
17,2024Q2,1226,Theo Costa looks brilliant after 1226 fan mentions,Theo Costa feels inconsistent to some supporters | Theo Costa feels overpriced to some supporters,-0.1832
17,2024Q3,1049,Theo Costa looks brilliant after 1049 fan mentions | Theo Costa looks clinical after 1049 fan mentions,Theo Costa feels inconsistent to some supporters,0.9525
17,2024Q4,1021,Theo Costa looks brilliant after 1021 fan mentions | Theo Costa looks clinical after 1021 fan mentions,Theo Costa feels inconsistent to some supporters,0.2458
17,2025Q1,1177,Theo Costa looks brilliant after 1177 fan mentions | Theo Costa looks clinical after 1177 fan mentions,Theo Costa feels inconsistent to some supporters,0.6298
17,2025Q2,1147,Theo Costa looks brilliant after 1147 fan mentions | Theo Costa looks clinical after 1147 fan mentions,Theo Costa feels inconsistent to some supporters,0.4915
